"id","title","volume","journal","year"
"5542bb23e1382326ef7a6661","Eruptive history of Mount Mazama and Crater Lake Caldera, Cascade Range, U.S.A.","18","Journal of Volcanology and Geothermal Research","1983"
"57d020edcf58f14cd6757649","The impact of changing reservoir effects on the 14C chronology of a Holocene sediment record from South Africa","","Quaternary Geochronology","2016"
"574a58dccf58f116ee2151be","Paleoclimatic implications of a Late Wisconsinan insect assemblage from Rostock, southwestern Ontario","24","Canadian Journal of Earth Sciences","1987"
"56f8dfeecf58f1692d1284dc","Climate variability during the Last Glacial Maximum in eastern Australia: evidence of two stadials?","23","Journal of Quaternary Science","2008"
"54b4324de138239d8684ab29","A 28,000year history of vegetation and climate from Lower Red Rock Lake, Centennial Valley, Southwestern Montana, USA","","Palaeogeography, Palaeoclimatology, Palaeoecology","2012"
"55c7c7e8cf58f1a8110ba251","A late Glacial/late Holocene pollen record from a highland peat at Tamsaa, Bale Mountains, south Ethiopia","","Global and Planetary Change","1998"
"54b43269e138239d8684f8f6","Late-Quaternary vegetation history at White Pond on the inner Coastal Plain of South Carolina","13","Quaternary Research","1980"
"57de7bf3cf58f126b3a83e8c","Vegetation and climate change in West-Java, Indonesia during the last 135,000 years","","Quaternary International","1997"
"600042c1ea8bd3722652c2d3","Recent avulsion history of Sefidrud, south west of the Caspian Sea","540","Quaternary International","2020"
"60040159ea8bd372266191b9","The adoption of agropastoralism and increased ENSO frequency in the Andes","243","Quaternary Science Reviews","2020"
"579caabbcf58f103a509a515","Presence of lakes and wetlands decreases resilience of jack pine ecosystems to late-Holocene climatic changes","44","Canadian Journal of Forest Research","2014"
"56f8fe55cf58f1740ad2402e","An 11 000-year record of vegetation and environment from Lago di Martignano, Latium, Italy","6","Journal of Quaternary Science","1991"
"55066945e1382326932d9137","Prehistoric fires and the shaping of colonial transported landscapes in southern California: A paleoenvironmental study at Dune Pond, Santa Barbara County","","Quaternary Science Reviews","2015"
"54b4326ae138239d8684fd03","Holocene vegetation and climate history of central Quintana Roo, Yucatán Península, Mexico","160","Review of Palaeobotany and Palynology","2010"
"55069805e1382326932d91e3","An 8700 year paleoclimate reconstruction from the southern Maya lowlands","","Quaternary Science Reviews","2014"
"54b43265e138239d8684ee0a","Holocene hydro-climatic change and effects on carbon accumulation inferred from a peat bog in the Attawapiskat River watershed, Hudson Bay Lowlands, Canada","78","Quaternary Research","2012"
"654b8b154f5dbdaca36c457b","Annual pollen traps reveal the complexity of climatic control on pollen productivity in Europe and the Caucasus","19","Vegetation History and Archaeobotany","2010"
"654b8b154f5dbdaca36c4553","Estimating absolute pollen productivity for some European Tertiary-relict taxa","19","Vegetation History and Archaeobotany","2010"
"5ab95fc7cf58f17c8b157a33","Climate forcings on vegetation of the southeastern Yucatán Peninsula (Mexico) during the middle to late Holocene","495","Palaeogeography, Palaeoclimatology, Palaeoecology","2018"
"55f5b279cf58f16256a22d0f","Holocene paleoecology, climate history and human influence in the southwestern Yucatan Peninsula","","Review of Palaeobotany and Palynology","2015"
"5783db6ecf58f1b31f47816d","Vegetation Record for the Last 20,000 Years from a Small Marsh on Lookout Mountain, Northwestern Georgia","86","Geol Soc America Bull","1975"
"607f15db3f2ac7e701c1c663","A Holocene history of monkey puzzle tree (pehuén) in northernmost Patagonia","","Journal of Biogeography",NA
"5a25b799cf58f11af562680c","Refining Plains Woodland Chronology","57","Plains Anthropologist","2014"
"6003ff01ea8bd37226618867","Long-term vegetation dynamics of a tropical megadelta: Mid-Holocene palaeoecology of the Orinoco Delta (NE Venezuela)","221","Quaternary Science Reviews","2019"
"5daf43ff998e17af82544710","What We Learned at the Old Vero Site (8IR009), Vero Beach, Florida: 2014–2017","","PaleoAmerica",NA
"54b43266e138239d8684efcb","Paleoecological evidence for abrupt cold reversals during peak Holocene warmth on Baffin Island, Arctic Canada","71","Quaternary Research","2009"
"54b4326be138239d8684ffb5","Pollen influx into Tauber traps in Estonia in 1997–1998","117","Review of Palaeobotany and Palynology","2001"
"58d28378cf58f121bb500ea5","Pollen influx values measured in different sedimentary environments and their palaeoecological implications","38","Grana","1999"
"58d27d27cf58f121bb4ff8e7","Annual variations in pollen deposition and meteorological conditions on the fell Aakenustunturi in northern Finland: Potential for using fossil pollen as a climate proxy","43","Grana","2004"
"583d3b68cf58f1a1eac0c525","The historical demise of Pinus nigra forests in the Northern Iberian Plateau (south-western Europe)","","Journal of Ecology","2016"
"579c7855cf58f1ac0f77d128","Multiple generations of interglacial lake sediment preserved beneath the Laurentide Ice Sheet","35","Geol","2007"
"576c0618642f8829d3759f19","PLOS ONE: 2000 Years of Grazing History and the Making of the Cretan Mountain Landscape, Greece","11","PLOS ONE","2016"
"54b4326be138239d8684fe40","An eight-year record of pollen deposition in the Pieria mountains (N. Greece) and its significance for interpreting fossil pollen assemblages","141","Review of Palaeobotany and Palynology","2006"
"54b4326ae138239d8684fdb2","Pollen productivity, dispersal, and correction factors for major tree taxa in the Swiss Alps based on pollen-trap results","152","Review of Palaeobotany and Palynology","2008"
"58d27fcccf58f121bb5002e6","How do airborne and deposition pollen samplers reflect the atmospheric dispersal of different pollen types? An example from northern Finland","47","Grana","2008"
"54d6426fe138238471e7f9d7","Ultrafiltration for asphalt removal from bone collagen for radiocarbon dating and isotopic analysis of Pleistocene fauna at the tar pits of Rancho La Brea, Los Angeles, California","","Quaternary Geochronology","2014"
"62e8de532cc8300dbb2baa5d","An age-depth model and revised stratigraphy of vertebrate-bearing units in Natural Trap Cave, Wyoming","","Quaternary International","2022"
"654bb9f84f5dbdaca36d51f7","Variations in pollen deposition of the main taxa forming the land cover along a NW–SE transect in European Russia: results of a ten year Tauber trap monitoring period","29","Vegetation History and Archaeobotany","2020"
"54f91d75e138239936c6c6f0","Modern pollen deposition in traps on a transect across an anthropogenic tree-line on Exmoor, southwest England: a note summarising the first three years of data","1-3","Review of Palaeobotany and Palynology","2001"
"58d27d0ecf58f121bb4ff897","The start of the birch pollen season in Finnish Lapland: separating non-local from local birch pollen and the implication for allergy sufferers","44","Grana","2005"
"562cbf7dcf58f10e5cb76e77","Holocene climate variability and anthropogenic impacts from Lago Paixban, a perennial wetland in Peten, Guatemala","","Global and Planetary Change","2015"
"54b4324de138239d8684aba4","Vegetation, climate and fire in the eastern Andes (Bolivia) during the last 18,000years","312","Palaeogeography, Palaeoclimatology, Palaeoecology","2011"
"60040159ea8bd372266191d5","Late glacial and Holocene climate variability, southernmost Patagonia","229","Quaternary Science Reviews","2020"
"58ae1801cf58f1a5e3c5117e","Mid- and late Holocene vegetation and environmental dynamics in the Llanganates National Park, Anteojos Valley, central Ecuadorian Andes","39","Palynology","2015"
"54b43267e138239d8684f281","Evidence for Lake Formation as a Response to an Inferred Holocene Climatic Transition in Brazil","57","Quaternary Research","2002"
"54b4326ae138239d8684fc7f","Palaeoenvironmental changes since Pleistocene–Holocene transition: Pollen analysis from a wetland in southwestern Patagonia (Argentina)","165","Review of Palaeobotany and Palynology","2011"
"5724455ecf58f1b7ad5dcd13","A 6000-year soil pollen record of subalpine meadow vegetation in the Olympic Mountains, Washington, USA","87","Journal of Ecology","1999"
"654b57854f5dbdaca36b21b1","Late glacial and Holocene vegetation, climate and fire history inferred from Lagoa Nova in the southeastern Brazilian lowland","12","Vegetation History and Archaeobotany","2003"
"54b43246e138239d86849918","Late quaternary vegetation history of the South-Tanganyika basin. Climatic implications in South Central Africa","86","Palaeogeography, Palaeoclimatology, Palaeoecology","1991"
"54b43249e138239d8684a1e7","Pollen-based vegetation changes in southern Tanzania during the last 4200 years: climate change and/or human impact","198","Palaeogeography, Palaeoclimatology, Palaeoecology","2003"
"672f1b4d537b0ce103ade630","Early Holocene chronology and environment of Ampasambazimba, A Malagasy subfossil lemur site","6","International Journal of Primatology","1985"
"54b4326ce138239d868502a2","Nouvelle séquence pollinique du lac Tanganyika: 30,000 ans d'histoire botanique et climatique du bassin Nord","78","Review of Palaeobotany and Palynology","1993"
"5833d591cf58f11329b98873","AMS 14C analysis of Late Pleistocene non-analog faunal components from 21 cave deposits in southeastern North America","217","Quaternary International","2010"
"54b4326be138239d8684fe93","Late Quaternary grassland (Campos), gallery forest, fire and climate dynamics, studied by pollen, charcoal and multivariate analysis of the São Francisco de Assis core in western Rio Grande do Sul (southern Brazil)","133","Review of Palaeobotany and Palynology","2005"
"6006443fea8bd372266a9f7a","Mid- and late Holocene vegetation, climate and fire dynamics in the Serra do Itatiaia, Rio de Janeiro State, southeastern Brazil","274","Review of Palaeobotany and Palynology","2020"
"5505c429e1382326932d8e7c","Postglacial formation and dynamics of North Patagonian Rainforest in the Chonos Archipelago, Southern Chile","23","Quaternary Science Reviews","2004"
"54f4a1dfe13823054496a009","An 8000-year record of vegetation, climate, and human disturbance from the Sierra de Apaneca, El Salvador","61","Quaternary Research","2004"
"54b43249e138239d8684a16c","A 22 kyr BP sedimentological record of Lake Rukwa (8°S, SW Tanzania): environmental, chronostratigraphic and climatic implications","187","Palaeogeography, Palaeoclimatology, Palaeoecology","2002"
"54b43248e138239d86849d34","A revised 30,000-year paleoclimatic and paleohydrologic history of Lake Albert, East Africa","136","Palaeogeography, Palaeoclimatology, Palaeoecology","1997"
"54b43266e138239d8684f227","Paleoenvironmental Changes in the Semiarid Coast of Chile (~32°S) during the Last 6200 cal Years Inferred from a Swamp–Forest Pollen Record","58","Quaternary Research","2002"
"654bbea84f5dbdaca36d6c90","Contribution to the European Pollen Database in Neotoma: a pollen diagram of Rokytecká slat mire, Bohemian Forest/Šumava (Czech Republic)","30","Vegetation History and Archaeobotany","2021"
"54b43266e138239d8684f149","Vegetation and climate change since 14,810 14C yr B.P. in southeastern Uruguay and implications for the rise of early Formative societies","65","Quaternary Research","2006"
"649c96084f5dbdaca31b7bec","Estuarine Dissolved Oxygen History Inferred from Sedimentary Trace Metal and Organic Matter Preservation","42","Estuaries and Coasts","2019"
"5507aef8e1382326932d9681","A regional-scale climate reconstruction of the last 4000 years from lakes in the Nebraska Sand Hills, USA","30","Quaternary Science Reviews","2011"
"58bd0922cf58f16a1b6b80ea","A first chironomid-based summer temperature reconstruction (13–5 ka BP) around 49°N in inland Europe compared with local lake development","","Quaternary Science Reviews","2016"
"54f4a737e13823054496a031","Deglacial and postglacial climate history in east-central Isla Grande de Chiloé, southern Chile (43°S)","62","Quaternary Research","2004"
"5a3976e1cf58f1047e310366","Radiocarbon Ages From The Lubbock Lake Site, 1950-1980: Framework For Gul Tural And Ecological Change On The Southern High Plains","28","Plains Anthropologist","2017"
"54efe308e138237cc9152ce7","Vegetation and environmental dynamics in the Páramo of Jimbura region in the southeastern Ecuadorian Andes during the late Quaternary","","Journal of South American Earth Sciences","2012"
"58bd0237cf58f167372c1121","Paleoenvironmental evidence for first human colonization of the eastern Caribbean","","Quaternary Science Reviews","2015"
"54b43266e138239d8684f04e","Pollen evidence for variations in the southern margin of the westerly winds in SW Patagonia over the last 12,600 years","68","Quaternary Research","2007"
"571e623ccf58f17ac73976a6","Quantifying ecological change through discriminant analysis: a paleoecological example from the Peruvian Amazon","","Journal of Vegetation Science","2010"
"54b43269e138239d8684f8b5","A late quaternary pollen record from the Transvaal bushveld, South Africa","17","Quaternary Research","1982"
"54b4326de138239d86850440","Paleoenvironnements du bassin Nord-Tanganyika (Zaire, Burundi, Tanzanie) au cours des 13 derniers mille ans: Apport de la palynologie","61","Review of Palaeobotany and Palynology","1989"
"6062b2cb3f2ac7e7016530ad","Drought, fire and grazing precursors to large-scale pine forest decline","","Diversity and Distributions",NA
"56f8e93bcf58f16c88f3e3ab","Cold marine indicators of the late Quaternary: the new dinoflagellate cyst genusIslandinium and related morphotypes","16","Journal of Quaternary Science","2001"
"5fe65544ea8bd37226d49862","A review of rare and less well known extant marine organic-walled dinoflagellate cyst taxa of the orders Gonyaulacales and Suessiales from the Northern Hemisphere","159","Marine Micropaleontology","2020"
"57f34566cf58f1824118e73d","Vegetation history and climate in the Savanna biome South Africa since 190,000 ka: a comparison of pollen data from the Tswaing Crater (the Pretoria Saltpan) and Wonderkrater","","Quaternary International","1999"
"58cf8506cf58f1bb7fcc7c48","Palynology, vegetation and climate of the Waikato lowlands, North Island, New Zealand, since c. 18,000 years ago","19","Journal of the Royal Society of New Zealand","1989"
"6074b7553f2ac7e7019c54f8","Holocene heathland development in temperate oceanic Southern Hemisphere: Key drivers in a global context","","Journal of Biogeography",NA
"5fe65094ea8bd37226d44b0c","An overview and brief description of common marine organic-walled dinoflagellate cyst taxa occurring in surface sediments of the Northern Hemisphere","159","Marine Micropaleontology","2020"
"54b4324ce138239d8684a889","Forests of the tropical eastern Andean flank during the middle Pleistocene","","Palaeogeography, Palaeoclimatology, Palaeoecology","2014"
"607598483f2ac7e7019ef5ee","Spatial variation of hydroclimate in north-eastern North America during the last millennium","256","Quaternary Science Reviews","2021"
"615d2fc967467f7269815742","Warm Mediterranean mid-Holocene summers inferred from fossil midge assemblages","10","Nature Geoscience","2017"
"57240846cf58f1a1568ecdc8","Preliminary environmental reconstructions from late Quaternary pollen and mollusc assemblages at Egg Lagoon, King Island, Bass Strait","18","Austral Ecology","1993"
"5e125ced998e17af825a1a32","Pollen Stratigraphy and Paleoecologic Interpretation of the 160-k.y. Record from Santa Barbara Basin, Hole 893A","146-2","Proceedings of the Ocean Drilling Program",NA
"58bce5e9cf58f15bb5f846fa","A mid to late Holocene cryptotephra framework from eastern North America","","Quaternary Science Reviews","2016"
"54b43247e138239d86849ac8","Pollen-inferred climatic fluctuations in Ethiopia during the last 3000 years","109","Palaeogeography, Palaeoclimatology, Palaeoecology","1994"
"54b43257e138239d8684c6ca","Peat in the “Niayes” of Senegal: depositional environment and Holocene evolution","12","Journal of African Earth Sciences (and the Middle East)","1991"
"54b4326ce138239d868500d7","The Holocene vegetational history of the Nigerian Sahel based on multiple pollen profiles","100","Review of Palaeobotany and Palynology","1998"
"56c15967cf58f15c72c8fde3","Lateglacial environmental changes recorded in calcareous gyttja deposits at Gulickshof, southern Netherlands","28","Boreas","1999"
"56f8ea77cf58f16cf933f4b1","A new early Holocene cryptotephra from northwest Scotland","20","Journal of Quaternary Science","2005"
"58286adfcf58f1b0e2a51152","Radiocarbon chronology of the early human occupation of Argentina","","Quaternary International","2013"
"57903991cf58f1253812319b","Age of the Crowfoot advance in the Canadian Rocky Mountains: A glacial event coeval with the Younger Dryas oscillation","22","Geol","1994"
"577dfccacf58f158f864b983","Late Glacial History of the Upper Wallkill Valley, New York","81","Geol Soc America Bull","1970"
"54b4326ce138239d86850299","Kurnell Fen: an eastern Australian coastal wetland, its Holocene vegetation, relevant to sea-level change and aboriginal land use","80","Review of Palaeobotany and Palynology","1994"
"58334434cf58f177a7b792dc","On the equivocal fate of Late Pleistocene Callitris Vent. (Cupressaceae) woodlands in arid South Australia","","Quaternary International","2001"
"59685e44cf58f16b04a3c466","Fossil and modern Beilschmiedia (lauraceae) pollen in New Zealand","18","New Zealand Journal of Botany","1980"
"54b43268e138239d8684f55a","Late Holocene Environmental Changes in Arid Southwestern Madagascar","40","Quaternary Research","1993"
"5a2ab01bcf58f17e7f201236","Timing of the southward retreat of the ITCZ at the end of the Holocene Humid Period in Southern Arabia: Data-model comparison","164","Quaternary Science Reviews","2017"
"56df9c44cf58f130a842b5a4","The 800 year long ion record from the Lomonosovfonna (Svalbard) ice core","110","Journal of Geophysical Research","2005"
"54b43267e138239d8684f505","Late Pleistocene and Holocene Paleoenvironments of Chalco Lake, Central Mexico","40","Quaternary Research","1993"
"54b43266e138239d8684f025","A late Quaternary pollen sequence from Mfabeni Peatland, South Africa: Reconstructing forest history in Maputaland","70","Quaternary Research","2008"
"5720b230cf58f1b2c6a422df","A 37,500-year pollen record from Lake Malawi and implications for the biogeography of afromontane forests","25","Journal of Biogeography","1998"
"5c2fecfe1faed655488b6c1e","The ecological impact of oceanic island colonization - a palaeoecological perspective from the Azores","39","Journal of Biogeography","2012"
"55b75173e13823bd29ba80dc","Geology of the Fort Laramie area, Platte and Goshen Counties, Wyoming","","Bulletin","1963"
"54b43263e138239d8684e7ff","Variable North Atlantic climate seesaw patterns documented by a late Holocene marine record from Disko Bugt, West Greenland","68","Marine Micropaleontology","2008"
"54b43282e138239d86853f71","Late Quaternary glacial-interglacial changes in sediment composition at the East Greenland continental margin and their paleoceanographic implications","122","Marine Geology","1995"
"60747cbd3f2ac7e7019b89e7","Recent environmental change in the Kosterhavet National Park marine protected area as reflected by hydrography and sediment proxy data.","","Marine Environmental Research","2021"
"5c30101e1faed655488b707c","Meltwater and seasonality influence on Subpolar Gyre circulation during the Holocene","502","Palaeogeography, Palaeoclimatology, Palaeoecology","2018"
"5505ee12e1382326932d8f21","Holocene sea-surface conditions in the North Atlantic—contrasted trends and regimes in the western and eastern sectors (Labrador Sea vs. Iceland Basin)","23","Quaternary Science Reviews","2004"
"5a2a93f6cf58f173d436e5b1","Late Pleistocene-Holocene vegetation and climate change in the Middle Kalahari, Lake Ngami, Botswana","171","Quaternary Science Reviews","2017"
"54b4326be138239d8684ffd4","Pollen diagrams and prehistoric fields: the case of Bronze Age Haarlem, the Netherlands","109","Review of Palaeobotany and Palynology","2000"
"568efbc8cf58f11e8bd6993e","Holocene sea surface conditions in the western North Atlantic: Spatial and temporal heterogeneities","21","Paleoceanography","2006"
"54b4324ae138239d8684a43f","West African monsoon variability during the last deglaciation and the Holocene: Evidence from fresh water algae, pollen and isotope data from core KW31, Gulf of Guinea","219","Palaeogeography, Palaeoclimatology, Palaeoecology","2005"
"54b43266e138239d8684f155","High-resolution pollen record from core KW31, Gulf of Guinea, documents the history of the lowland forests of West Equatorial Africa since 40,000 yr ago","64","Quaternary Research","2005"
"654b8d6c4f5dbdaca36c5285","The development of composite dispersal functions for estimating absolute pollen productivity in the Swiss Alps","19","Vegetation History and Archaeobotany","2010"
"654ba2874f5dbdaca36ccbfc","18,000 years of grassland evolution in the summer rainfall region of South Africa: evidence from Mahwaqa Mountain, KwaZulu-Natal","23","Vegetation History and Archaeobotany","2014"
"54b4324fe138239d8684b011","Reconstruction of environmental and climate changes at Braamhoek wetland, eastern escarpment South Africa, during the last 16,000 years with emphasis on the Pleistocene–Holocene transition","271","Palaeogeography, Palaeoclimatology, Palaeoecology","2009"
"62e8f5c02cc8300dbb2c043e","Peat palaeorecords from the arid Caspian Lowland in Russia: Environmental and anthropogenic effects during the second half of the Holocene","280","Quaternary Science Reviews","2022"
"57f3456bcf58f1824118e741","Aridity in Australia: Pleistocene records of Palaeohydrological and Palaeoecological change from the perched lake sediments of Fraser Island, Queensland, Australia","","Quaternary International","1999"
"55076e03e1382326932d9568","Vegetation, climate and fire-dynamics in East Africa inferred from the Maundi crater pollen record from Mt Kilimanjaro during the last glacial–interglacial cycle","","Quaternary Science Reviews","2012"
"568ee900cf58f11e8bd697f0","Surface water conditions and calcium carbonate preservation in the Fram Strait during marine isotope stage 2, 28.8-15.4 kyr","29","Paleoceanography","2014"
"6002fd31ea8bd372265d8711","Multi-proxy evidence of late-Holocene paleoenvironmental change at Princessvlei, South Africa: The effects of fire, herbivores, and humans","221","Quaternary Science Reviews","2019"
"6141829f67467f7269167304","","17","Journal of Paleolimnology","1997"
"570ffab6cf58f11ceeb8c617","CHRONOLOGY AND DYNAMICS OF VEGETATION CHANGE IN THE PRAIRIE-WOODLAND REGION OF SOUTHERN MINNESOTA, U.S.A. *","93","New Phytologist","1983"
"572ea258cf58f10e90eb67d0","Nitrogen deposition to lakes in national parks of the western Great Lakes region: Isotopic signatures, watershed retention, and algal shifts","30","Global Biogeochemical Cycles","2016"
"54b43269e138239d8684f9d1","A Holocene vegetation record from the Mississippi River Valley, southeastern Missouri","8","Quaternary Research","1977"
"654b6ef44f5dbdaca36ba6fd","Neolithisation at the site Brandwijk-Kerkhof, the Netherlands: natural vegetation, human impact and plant food subsistence","17","Vegetation History and Archaeobotany","2008"
"59652e7acf58f1a9572e151f","Nonmarine Ostracoda (Crustacea) from Jeju Island, South Korea, including descriptions of two new species","49","Journal of Natural History","2014"
"61a350e267467f72694f9e66","Late Holocene Hyrcanian forest and environmental dynamics in the mid-elevated highland of the Alborz Mountains, northern Iran","295","Review of Palaeobotany and Palynology","2021"
"5b7326e4cf58f1a14a0cdeb5","Freshwater ostracods (Crustacea) from Tiantong National Forest Park and Dongqian Lake, eastern China, with descriptions of two new species","52","Journal of Natural History","2018"
"5783d408cf58f12510f2ee9a","New evidence on the history of the St. Francis Sunk Lands, northeastern Arkansas","89","Geol Soc America Bull","1978"
"62e8e7b52cc8300dbb2bcdf8","The Würmian Late-Glacial and early-Holocene vegetation and environment of Gourds des Aillères in the Monts du Forez (Massif Central, France) based on pollen and macrofossil evidence","","Quaternary International","2022"
"5ea9abff998e17af826c6464","Postglacial history of East European boreal forests in the mid-Kama region, pre-Urals, Russia","","Boreas",NA
"5c2cd2801faed655488b39a3","Waxing and waning of forests: Late Quaternary biogeography of southeast Africa","24","Global Change Biology","2018"
"574e1d52cf58f17242f374ad","Postglacial changes of terrestrial and marine environments along the Labrador coast: palynological evidence from cores 91-045-005 and 91-045-006, Cartwright Saddle","34","Canadian Journal of Earth Sciences","1997"
"57fb38facf58f12cfad7cb24","Multidecadal climate oscillations detected in a transparency record from a subtropical Florida lake","54","Limnology and Oceanography","2009"
"5944da94cf58f141ab17f84c","The potential of palynology in fossil bat-dung from Arnhem Cave, Namibia","70","Transactions of the Royal Society of South Africa","2015"
"5c314c5a1faed655488b9353","Paleoceanography of northeastern Fram Strait since the last glacial maximum: Palynological evidence of large amplitude changes","195","Quaternary Science Reviews","2018"
"62e8fa702cc8300dbb2c161f","Paleoenvironment and human hunting activity during MIS 2 in southern Jordan: Isotope records of prey remains and paleosols","282","Quaternary Science Reviews","2022"
"57487289cf58f14b28730d7e","A Late-Quaternary pollen profile from Woodstock, Ontario","15","Canadian Journal of Earth Sciences","1978"
"5a9661e2cf58f16a614cd8da","A history of agricultural production at Neolithic Çatalhöyük East, Turkey","37","World Archaeology","2005"
"574924a9cf58f17d57af4b07","Palynological Studies of Lake Sediment Profiles from Southwestern New Brunswick","12","Canadian Journal of Earth Sciences","1975"
"6141d4a667467f726917ad97","Impacts of settlement, damming, and hydromanagement in two boreal lakes: a comparative paleolimnological study","42","Journal of Paleolimnology","2009"
"6141d4a667467f726917ad68","A whole-basin stratigraphic record of sediment and phosphorus loading to the St. Croix River, USA","41","Journal of Paleolimnology","2009"
"6141d4a667467f726917ad68","A whole-basin stratigraphic record of sediment and phosphorus loading to the St. Croix River, USA","41","Journal of Paleolimnology","2009"
"54b43277e138239d8685206a","Late Holocene paleoceanography and climate variability over the Mackenzie Slope (Beaufort Sea, Canadian Arctic)","","Marine Geology","2012"
"60029ac0ea8bd372265c0443","Animal husbandry at Arslantepe from the 5TH to the 1ST millennium BCE: An isotope approach","","Quaternary International","2020"
"550599d8e1382326932d8dde","An OSL dated Middle and Late Quaternary sedimentary record in the Roer Valley Graben (southeastern Netherlands)","20-21","Quaternary Science Reviews","2005"
"5dcab419998e17af825573b8","Response of boreal lakes to changing wind strength: Coherent physical changes across two large lakes but varying effects on primary producers over the 20 th century","","Limnology and Oceanography",NA
"550699cde1382326932d91ec","High resolution sedimentary record of dinoflagellate cysts reflects decadal variability and 20th century warming in the Santa Barbara Basin","","Quaternary Science Reviews","2014"
"6141d4a667467f726917ad68","A whole-basin stratigraphic record of sediment and phosphorus loading to the St. Croix River, USA","41","Journal of Paleolimnology","2009"
"6141d4a667467f726917ad68","A whole-basin stratigraphic record of sediment and phosphorus loading to the St. Croix River, USA","41","Journal of Paleolimnology","2009"
"6141d4a667467f726917ad68","A whole-basin stratigraphic record of sediment and phosphorus loading to the St. Croix River, USA","41","Journal of Paleolimnology","2009"
"6141d4a667467f726917ad68","A whole-basin stratigraphic record of sediment and phosphorus loading to the St. Croix River, USA","41","Journal of Paleolimnology","2009"
"6141d4a667467f726917ad97","Impacts of settlement, damming, and hydromanagement in two boreal lakes: a comparative paleolimnological study","42","Journal of Paleolimnology","2009"
"54e4b013e138237cc914fe15","Holocene paleomagnetic records from the St. Lawrence Estuary, eastern Canada: centennial- to millennial-scale geomagnetic modulation of cosmogenic isotopes","209","Earth and Planetary Science Letters","2003"
"577ea0e4cf58f18d297b74e9","Ostracod palaeoecology and environmental change in the Laptev and Kara seas (Siberian Arctic) during the last 18 000 years","41","Boreas","2012"
"608588c33f2ac7e701d56be6","Modern pollen assemblages of the Neotropics","","Journal of Biogeography",NA
"56f908e5cf58f177290a15fa","Sea-surface conditions in northernmost Baffin Bay during the Holocene: palynological evidence","16","Journal of Quaternary Science","2001"
"54b43262e138239d8684e731","Variability of sea-surface temperature and sea-ice cover in the Fram Strait over the last two millennia","74","Marine Micropaleontology","2010"
"54b4324ae138239d8684a229","A vegetation and fire history of Lake Titicaca since the Last Glacial Maximum","194","Palaeogeography, Palaeoclimatology, Palaeoecology","2003"
"568f0acfcf58f11e8bd69a43","Variability of sea ice cover in the Chukchi Sea (western Arctic Ocean) during the Holocene","20","Paleoceanography","2005"
"5bbfdd33cf58f13a4762dab8","Holocene chronostratigraphy of northeastern Baffin Bay based on radiocarbon and palaeomagnetic data","","Boreas",NA
"54b4324be138239d8684a703","A multiproxy palaeoecological record of Holocene lake sediments from the Rio Tapajós, eastern Amazonia","240","Palaeogeography, Palaeoclimatology, Palaeoecology","2006"
"57889b91cf58f1376bf9b0b6","Late Quaternary vegetation near Battle Ground Lake, southern Puget Trough, Washington","96","Geol Soc America Bull","1985"
"608782ff3f2ac7e701e13d5b","Gogorevia , a new monoraphid diatom genus for Achnanthes exigua and allied taxa (Achnanthidiaceae) described on the basis of an integrated molecular and morphological approach","","Journal of Phycology",NA
"5c3ff76c1faed655488cf6c4","Linking the modern distribution of biogenic proxies in High Arctic Greenland shelf sediments to sea ice, primary production and Arctic-Atlantic inflow","","Journal of Geophysical Research: Biogeosciences",NA
"5505d35de1382326932d8ece","Holocene climate and vegetation change in the Main Ethiopian Rift Valley, inferred from the composition (C/N and d13C) of lacustrine organic matter","7-8","Quaternary Science Reviews","2004"
"54b4326be138239d8684feb0","Modern pollen–vegetation relationships in the Champsaur valley (French Alps) and their potential in the interpretation of fossil pollen records of past cultural landscapes","135","Review of Palaeobotany and Palynology","2005"
"5d1520c70b45c76caf905287","45. Zugspitzplatt, Wetterstein Mountains (Germany)","","Grana",NA
"574d5294cf58f12e195b8540","Hypsithermal range extension of white pine ( Pinus strobus L.) in Quebec, Canada","7","Canadian Journal of Earth Sciences","1970"
"55077deae1382326932d95bd","Rapid vegetation response to Lateglacial and early Holocene climatic fluctuation in the South Carpathian Mountains (Romania)","","Quaternary Science Reviews","2012"
"5720cccdcf58f1bd0adf438b","Holocene persistence of wooded steppe in the Great Hungarian Plain","37","Journal of Biogeography","2010"
"5783dd76cf58f1b31f47857f","Late Pleistocene environment of the central Delmarva Peninsula, Delaware-Maryland","88","Geol Soc America Bull","1977"
"54b43269e138239d8684f9a7","Late glacial and postglacial pollen and plant macrofossils from Lake West Okoboji, Northwestern Iowa","12","Quaternary Research","1979"
"59652e7acf58f1a9572e151f","Nonmarine Ostracoda (Crustacea) from Jeju Island, South Korea, including descriptions of two new species","49","Journal of Natural History","2014"
"54b43267e138239d8684f372","Holocene Tree Line and Climate Change on the Queen Charlotte Islands, Canada","48","Quaternary Research","1997"
"6141642567467f726915fde2","Paleoecological investigations of recent lake acidification in northern Florida","4","Journal of Paleolimnology","1990"
"5778c28bcf58f140a930803d","UPPER PLIOCENE VERTEBRATES FROM KEEFE CANYON, MEADE COUNTY, KANSAS","60","Geol Soc America Bull","1949"
"54b43268e138239d8684f80a","A 12,000-year history of vegetation and climate for Cape Cod, Massachusetts","23","Quaternary Research","1985"
