"gddid","title","pubname","authors","hits","URL","publisher","doi","coverDate","highlight","publicationid"
"54b43267e138239d8684f3c6","Palynological Evidence for Climatic Change and Human Activity during the Holocene on Minorca (Balearic Islands)","Quaternary Research","Yll, Errikarta-Imanol; Perez-Obiol, Ramon; Pantaleon-Cano, Jose; Roure, Joan Maria","2","http://www.sciencedirect.com/science/article/pii/S0033589497919256","Elsevier","10.1006/qres.1997.1925","November 1997","They generated large areas of coastal marshes that permitted the establishment of halophile communities","1393"
"5c34bb5f1faed655488bfe2c","Cenozoic Silicoflagellates from offshore Guatemala, Deep Sea Drilling Project Site 495","Initial Reports of the Deep Sea Drilling Project","Bukry, D.","1","http://deepseadrilling.org/67/dsdp_toc.htm","IODP","10.2973/dsdp.proc.67.112.1982","","exclude specimens attributable to D. mesophthalmus and D. crux crux s. ampl. from the type suite and to permit","16152"
"54b4326ce138239d868502a7","Pollen record of the Saint-Macaire maar (Hérault, southern France): a lower Pleistocene glacial phase in the Languedoc coastal plain","Review of Palaeobotany and Palynology","Leroy, Suzanne; Ambert, Paul; Suc, Jean-Pierre","2","http://www.sciencedirect.com/science/article/pii/003466679490099X","Elsevier","10.1016/0034-6667(94)90099-X","January 1994","sediments often are particularly valuable because their pollen composition and their plant macroremains permit","20429"
"54b4326ce138239d868502a7","Pollen record of the Saint-Macaire maar (Hérault, southern France): a lower Pleistocene glacial phase in the Languedoc coastal plain","Review of Palaeobotany and Palynology","Leroy, Suzanne; Ambert, Paul; Suc, Jean-Pierre","2","http://www.sciencedirect.com/science/article/pii/003466679490099X","Elsevier","10.1016/0034-6667(94)90099-X","January 1994","C. de Rascas for permitting drilling on her grounds. M. Reille and   156 G.","20429"
"5e125ced998e17af825a1a31","Latest Quaternary Benthic Oxygen and Carbon Isotope Stratigraphy: Hole 893A, Santa Barbara Basin, California","Proceedings of the Ocean Drilling Program","Kennett, J.P.","1","http://www-odp.tamu.edu/publications/146_2_SR/146_2TOC.HTM","IODP","10.2973/odp.proc.sr.146-2.282.1995","","because of lower sedimentation rates (~2 cm/1000 yr) and were mostly deposited in oxygenated waters permitting","17358"
"5d1ee7d70b45c76caf913268","Impacts of late-Holocene climate variability and watershed-lake interactions on diatom communities in Lac Brûlé, Québec","Ecosphere","Neil, Karen; Gajewski, Konrad","3","http://doi.wiley.com/10.1002/ecs2.1886","Wiley","10.1002/ecs2.1886","2017 07","This is an open access article under the terms of the Creative Commons Attribution License, which permits","19668"
"5d1ee7d70b45c76caf913268","Impacts of late-Holocene climate variability and watershed-lake interactions on diatom communities in Lac Brûlé, Québec","Ecosphere","Neil, Karen; Gajewski, Konrad","3","http://doi.wiley.com/10.1002/ecs2.1886","Wiley","10.1002/ecs2.1886","2017 07","Gajewski 2014), and cladocera (Cooper et al. 2016), were integrated into the analyses of the diatoms; this permitted","19668"
"5d1ee7d70b45c76caf913268","Impacts of late-Holocene climate variability and watershed-lake interactions on diatom communities in Lac Brûlé, Québec","Ecosphere","Neil, Karen; Gajewski, Konrad","3","http://doi.wiley.com/10.1002/ecs2.1886","Wiley","10.1002/ecs2.1886","2017 07","Finally, the methodology we have applied here permitted the identi<U+FB01>cation of the different and interacting","19668"
"5d1f20120b45c76caf913b50","An 11,000-yr record of diatom assemblage responses to climate and terrestrial vegetation changes, southwestern Québec","Ecosphere","Neil, Karen; Gajewski, Konrad","1","https://onlinelibrary.wiley.com/doi/abs/10.1002/ecs2.2505","Wiley","10.1002/ecs2.2505","2018 11","This is an open access article under the terms of the Creative Commons Attribution License, which permits","19692"
"577bdd7bcf58f15852172caa","Two Pollen Diagrams from Southeastern Minnesota: Problems in the Regional Late-Glacial and Postglacial Vegetational History","Geol Soc America Bull","WRIGHT, H. E.; WINTER, THOMAS C.; PATTEN, HARVEY L.","3","http://dx.doi.org/10.1130/0016-7606(1963)74[1371:tpdfsm]2.0.co;2","GSA","10.1130/0016-7606(1963)74[1371:tpdfsm]2.0.co;2","1963","pollen analysisin North America, and only very recently have highly refined analyses in this country permitted","93"
"577bdd7bcf58f15852172caa","Two Pollen Diagrams from Southeastern Minnesota: Problems in the Regional Late-Glacial and Postglacial Vegetational History","Geol Soc America Bull","WRIGHT, H. E.; WINTER, THOMAS C.; PATTEN, HARVEY L.","3","http://dx.doi.org/10.1130/0016-7606(1963)74[1371:tpdfsm]2.0.co;2","GSA","10.1130/0016-7606(1963)74[1371:tpdfsm]2.0.co;2","1963","indicate that the relatively big pollen producers like spruce were not abundant in the area, thereby permitting","93"
"577bdd7bcf58f15852172caa","Two Pollen Diagrams from Southeastern Minnesota: Problems in the Regional Late-Glacial and Postglacial Vegetational History","Geol Soc America Bull","WRIGHT, H. E.; WINTER, THOMAS C.; PATTEN, HARVEY L.","3","http://dx.doi.org/10.1130/0016-7606(1963)74[1371:tpdfsm]2.0.co;2","GSA","10.1130/0016-7606(1963)74[1371:tpdfsm]2.0.co;2","1963","supplemental plant-macrofossil studies under way elsewhere in Minnesota and adjacent areas it will permit","93"
"654b60e54f5dbdaca36b5747","Postglacial vegetational and fire history: pollen, plant macrofossil and charcoal records from two Alaskan lakes","Vegetation History and Archaeobotany","Tinner, Willy; Hu, Feng Sheng; Beer, Ruth; Kaltenrieder, Petra; Scheurer, Brigitte; Krähenbühl, Urs","1","http://link.springer.com/10.1007/s00334-006-0052-z","Springer","10.1007/s00334-006-0052-z","2006 8","The decreasing speci<U+FB01>c 210Pb activities (in Bq/g) with increasing depth permitted estimates of the absolute","19611"
"57ff95c8cf58f11488e73fae","Paleoenvironments during Younger Dryas-Early Holocene retreat of the Greenland Ice Sheet from outer Disko Trough, central west Greenland","Journal of Quaternary Science","JENNINGS, ANNE E.; WALTON, MARIAH E.; Ó COFAIGH, COLM; KILFEATHER, AOIBHEANN; ANDREWS, JOHN T.; ORTIZ, JOSEPH D.; DE VERNAL, ANNE; DOWDESWELL, JULIAN A.","1","http://doi.wiley.com/10.1002/jqs.2652","Wiley","10.1002/jqs.2652","2014 01","The technique permits reconstruction of past sea ice expressed in terms of seasonal extent of sea ice","18960"
"574799becf58f10d580f8cc2","Geochemical indicators in lake sediment of upland erosion caused by Indian and European farming, Awenda Provincial Park, Ontario","Canadian Journal of Earth Sciences","Burden, Elliott T.; Norris, Geoffrey; McAndrews, John H.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/e86-006","Canadian Science Publishing","10.1139/e86-006","January 1986","Increases in the influx of burned and partially burned organic detritus may permit greater adsorption","285"
"54b43269e138239d8684f8c4","A record of late Quaternary vegetation from Davis Lake, southern Puget Lowland, Washington","Quaternary Research","Barnosky, Cathy W.","3","http://www.sciencedirect.com/science/article/pii/0033589481900466","Elsevier","10.1016/0033-5894(81)90046-6","September 1981","Radiocarbon ages above and below most tephra units provide bracketing dates for these eruptions and permit","330"
"54b43269e138239d8684f8c4","A record of late Quaternary vegetation from Davis Lake, southern Puget Lowland, Washington","Quaternary Research","Barnosky, Cathy W.","3","http://www.sciencedirect.com/science/article/pii/0033589481900466","Elsevier","10.1016/0033-5894(81)90046-6","September 1981","Its rapid initial growth permits it to  have been the dominant tree near Davis overtop all coniferous","330"
"54b43269e138239d8684f8c4","A record of late Quaternary vegetation from Davis Lake, southern Puget Lowland, Washington","Quaternary Research","Barnosky, Cathy W.","3","http://www.sciencedirect.com/science/article/pii/0033589481900466","Elsevier","10.1016/0033-5894(81)90046-6","September 1981","Although the paucity of well-dated pollen profiles does not yet permit similar reconstructions for the","330"
"58ce87ebcf58f15924675217","Late and postglacial vegetational and paleoclimatic changes in subantarctic, temperate, and arid environments in Argentina","Palynology","Markgraf, Vera","1","http://www.tandfonline.com/doi/abs/10.1080/01916122.1983.9989252","Taylor and Francis","10.1080/01916122.1983.9989252","1983 12","Dating this transgression is impossible from the La Misi6n core material, but circumstantial evidence permits","380"
"574dfc89cf58f16613fc0a3c","Glacial Lake Arkona – Whittlesey transition near Leamington, Ontario: geology, plant, and muskox fossils","Canadian Journal of Earth Sciences","Morris, T. F.; McAndrews, J. H.; Seymour, K. L.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/e93-210","Canadian Science Publishing","10.1139/e93-210","December 1993","This regression permitted migration of flora and fauna into the area. 5.","438"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","3","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","Results of linear regression for major tree taxa of the southeastern United States permit a comparison","689"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","3","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","Where high density of both CFI data and pollen samples permits comparison, as in southern Louisiana,","689"
"54b4326ee138239d8685063a","Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States","Review of Palaeobotany and Palynology","Delcourt, P.A.; Delcourt, H.R.; Davidson, J.L.","3","http://www.sciencedirect.com/science/article/pii/003466678390009X","Elsevier","10.1016/0034-6667(83)90009-X","May 1983","This refinement in definitions is useful, as it permits a distinction to be made in the interpretation","689"
"654ba98f4f5dbdaca36cf4f3","Olive cultivation in the heart of the Persian Achaemenid Empire: new insights into agricultural practices and environmental changes reflected in a late Holocene pollen record from Lake Parishan, SW Iran","Vegetation History and Archaeobotany","Djamali, Morteza; Jones, Matthew D.; Migliore, Jérémy; Balatti, Silvia; Fader, Marianela; Contreras, Daniel; Gondet, Sébastien; Hosseini, Zahra; Lahijani, Hamid; Naderi, Abdolmajid; Shumilovskikh, Lyudmila S.; Tengberg, Margareta; Weeks, Lloyd","1","http://link.springer.com/10.1007/s00334-015-0545-8","Springer","10.1007/s00334-015-0545-8","2016 5","Also the dry interval of 1964 to 1968 led to total desiccation of the lake  permitting people to cross","15802"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","4","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","Honey permitted the examination of undescribed specimens from Rock Creek, Texas, and from the Aries fauna","10066"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","4","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","Othberg, Julia Sankey, and Bill Stroud permitted examination of specimens or samples in their care and","10066"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","4","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","increased flow down the Snake River to the Glenns Ferry lake, and must have done so to the east as well, permitting","10066"
"5d2489680b45c76caf9201d4","The early Pleistocene (latest Blancan-earliest Irvingtonian) Froman Ferry fauna and history of the Glenns Ferry Formation, southwestern Idaho","Bulletin","Repenning, Charles Albert; Weasma, Ted R.; Scott, George R.","4","https://pubs.er.usgs.gov/publication/b2105","USGS","10.3133/b2105","1995","North American Pliocene fossil forms and the living African Grevy zebra (Equus (Dolichohippus) grevyi) permits","10066"
"5c304f681faed655488b76fd","Towards an understanding of West African montane forest response to climate change","Journal of Biogeography","Lézine, Anne-Marie; Assi-Kaudjhis, Chimène; Roche, Emile; Vincens, Annie; Achoundong, Gaston; Williams, Jack","1","http://doi.wiley.com/10.1111/j.1365-2699.2012.02770.x","Wiley","10.1111/j.1365-2699.2012.02770.x","2013 01","However, the opening of the canopy was not extensive enough to permit the expansion of grasses.","15284"
"5c314c5a1faed655488b9353","Paleoceanography of northeastern Fram Strait since the last glacial maximum: Palynological evidence of large amplitude changes","Quaternary Science Reviews","de Vernal, Anne; Spielhagen, Robert F.","5","https://www.sciencedirect.com/science/article/pii/S0277379117303979","Elsevier","10.1016/j.quascirev.2018.06.030","1 September 2018","The high temporal resolution of analyses in core MSM5-712 permitted to identify two short-lived events","19155"
"5c314c5a1faed655488b9353","Paleoceanography of northeastern Fram Strait since the last glacial maximum: Palynological evidence of large amplitude changes","Quaternary Science Reviews","de Vernal, Anne; Spielhagen, Robert F.","5","https://www.sciencedirect.com/science/article/pii/S0277379117303979","Elsevier","10.1016/j.quascirev.2018.06.030","1 September 2018","addition to uncertainties due to limited biogenic material in LGM sediment from Fram Strait does not permit","19155"
"5c314c5a1faed655488b9353","Paleoceanography of northeastern Fram Strait since the last glacial maximum: Palynological evidence of large amplitude changes","Quaternary Science Reviews","de Vernal, Anne; Spielhagen, Robert F.","5","https://www.sciencedirect.com/science/article/pii/S0277379117303979","Elsevier","10.1016/j.quascirev.2018.06.030","1 September 2018","Data are presented with the chronology described in this paper to permit better correlations with our","19155"
"5c314c5a1faed655488b9353","Paleoceanography of northeastern Fram Strait since the last glacial maximum: Palynological evidence of large amplitude changes","Quaternary Science Reviews","de Vernal, Anne; Spielhagen, Robert F.","5","https://www.sciencedirect.com/science/article/pii/S0277379117303979","Elsevier","10.1016/j.quascirev.2018.06.030","1 September 2018","The ecological preferences of the taxa and the application of a quantitative modern analog technique permit","19155"
"5c314c5a1faed655488b9353","Paleoceanography of northeastern Fram Strait since the last glacial maximum: Palynological evidence of large amplitude changes","Quaternary Science Reviews","de Vernal, Anne; Spielhagen, Robert F.","5","https://www.sciencedirect.com/science/article/pii/S0277379117303979","Elsevier","10.1016/j.quascirev.2018.06.030","1 September 2018","Our study combining SST and SSS reconstructions permitted to identify important climate-related parameters","19155"
"654b9dd64f5dbdaca36cb091","Vegetation dynamics during the early to mid-Holocene transition in NW Malta, human impact versus climatic forcing","Vegetation History and Archaeobotany","Djamali, Morteza; Gambin, Belinda; Marriner, Nick; Andrieu-Ponel, Valérie; Gambin, Timmy; Gandouin, Emmanuel; Lanfranco, Sandro; Médail, Frédéric; Pavon, Daniel; Ponel, Philippe; Morhange, Christophe","1","http://link.springer.com/10.1007/s00334-012-0380-0","Springer","10.1007/s00334-012-0380-0","2013 9","simultaneously been recorded in southern Sicily, was most probably caused by the southward shift of the ITCZ permitting","15462"
"574f9db1cf58f13d146b8d3a","The palynology and palaeoclimatic significance of a dated core of Holocene peat, Okanagan Valley, southern British Columbia","Canadian Journal of Earth Sciences","Alley, N. F.","1","http://www.nrcresearchpress.com/doi/abs/10.1139/e76-115","Canadian Science Publishing","10.1139/e76-115","August 1976","is not known, i t was significant enough t o permit Sincere thanks are due to Dr. R. J.","26"
"58ce5dc4cf58f14ccc64a47d","A 16,000 year pollen record of vegetational change in central Texas","Palynology","Bryant, V. M.","1","http://www.tandfonline.com/doi/abs/10.1080/01916122.1977.9989156","Taylor and Francis","10.1080/01916122.1977.9989156","1977 12","Clarence Boriack of Lexington, Texas, who allowed us access to his land and permitted us to extract the","32"
"5cc050580b45c76caf85316e","Marginal structural models for skewed outcomes: identifying causal relationships in health care utilization","Statistics in Medicine","Héroux, Julie; Moodie, Erica E.M.; Strumpf, Erin; Coyle, Natalie; Tousignant, Pierre; Diop, Mamadou","3","http://doi.wiley.com/10.1002/sim.6020","Wiley","10.1002/sim.6020","2014 03","MSMs are used to estimate the expected counterfactual outcome (or contrasts of these), permitting the","17282"
"5cc050580b45c76caf85316e","Marginal structural models for skewed outcomes: identifying causal relationships in health care utilization","Statistics in Medicine","Héroux, Julie; Moodie, Erica E.M.; Strumpf, Erin; Coyle, Natalie; Tousignant, Pierre; Diop, Mamadou","3","http://doi.wiley.com/10.1002/sim.6020","Wiley","10.1002/sim.6020","2014 03","In our context, MSMs permit estimation of the population average effect of following a particular FMG","17282"
"5cc050580b45c76caf85316e","Marginal structural models for skewed outcomes: identifying causal relationships in health care utilization","Statistics in Medicine","Héroux, Julie; Moodie, Erica E.M.; Strumpf, Erin; Coyle, Natalie; Tousignant, Pierre; Diop, Mamadou","3","http://doi.wiley.com/10.1002/sim.6020","Wiley","10.1002/sim.6020","2014 03","positivity holds; that is, there are no combinations of covariates for which either exposure level is not permitted","17282"
"57feeaa8cf58f19fe5d8377e","Variations in the provenance of sediment from ice sheets surrounding Baffin Bay during MIS 2 and 3 and export to the Labrador Shelf Sea: site HU2008029-0008 Davis Strait","Journal of Quaternary Science","ANDREWS, JOHN T.; GIBB, OLIVIA T.; JENNINGS, ANNE E.; SIMON, QUENTIN","1","http://doi.wiley.com/10.1002/jqs.2643","Wiley","10.1002/jqs.2643","2014 01","and 007PC are valid, this also indicates that surface conditions (no ice shelf and some open water) permitted","18514"
"56eeb1a4cf58f1925078565f","Süßwasserostracoden aus Franken. Ein Beitrag zur Systematik und Ökologie der Ostracoden","Internationale Revue der gesamten Hydrobiologie und Hydrographie","Nüchterlein, Hans","1","http://doi.wiley.com/10.1002/iroh.19690540207","Wiley","10.1002/iroh.19690540207","1969","A classification of the factors as oligotypus, mesotypus and polytypus permits the Anpassungsstiirke","19029"
"56f907c7cf58f176c533d523","A long-term vegetation history of the Mojave-Colorado desert ecotone at Joshua Tree National Park","Journal of Quaternary Science","Holmgren, Camille A.; Betancourt, Julio L.; Rylander, Kate A.","1","http://doi.wiley.com/10.1002/jqs.1313","Wiley","10.1002/jqs.1313","February 2010","A minimum of 500 g of material was collected, wherever possible leaving enough material in situ to permit","6105"
"57feeab2cf58f19fe5d83796","Fire and drought as drivers of early Holocene tree line changes in the Peruvian Andes","Journal of Quaternary Science","Urrego, Dunia H.; Niccum, Brittany A.; La Drew, Christopher F.; Silman, Miles R.; Bush, Mark B.","1","http://doi.wiley.com/10.1002/jqs.1422","Wiley","10.1002/jqs.1422","2011 01","We are indebted to personnel from the Manu National Park and INRENA for permitting access to the Park","9780"
"57ff9ccacf58f117aebdb549","Caribbean hydrological variability during the Holocene as reconstructed from crater lakes on the island of Grenada","Journal of Quaternary Science","Fritz, Sherilyn C.; Björck, Svante; Rigsby, Catherine A.; Baker, Paul A.; Calder-Church, Amy; Conley, Daniel J.","1","http://doi.wiley.com/10.1002/jqs.1512","Wiley","10.1002/jqs.1512","2011 11","We thank Raymond Baptiste of the Grenada Ministry of Agriculture for assistance with obtaining <U+FB01>eld permits","9979"
"57fef08dcf58f1a21e97b930","A Holocene record of coastal landscape dynamics in the eastern Kimberley region, Australia","Journal of Quaternary Science","PROSKE, ULRIKE; HESLOP, DAVID; HABERLE, SIMON","1","http://doi.wiley.com/10.1002/jqs.2691","Wiley","10.1002/jqs.2691","2014 02","Fieldwork was carried out with the DEC Regulation 4 Authority Permit CE003064 and with financial support","17496"
"57ff9a72cf58f116af421048","Vegetation and environments since the Last Glacial Maximum in the Southern Tablelands, New South Wales","Journal of Quaternary Science","KEMP, JUSTINE; HOPE, GEOFF","1","http://doi.wiley.com/10.1002/jqs.2749","Wiley","10.1002/jqs.2749","2014 11","Drainage to permit sheep and cattle grazing has caused drying of the lower end of the fen but the upper","17675"
"57fee72dcf58f19eac781ca1","Drivers of ecosystem and climate change in tropical West Africa over the past ~540 000 years","Journal of Quaternary Science","Miller, Charlotte S.; Gosling, William D.; Kemp, David B.; Coe, Angela L.; Gilmour, Iain","1","http://doi.wiley.com/10.1002/jqs.2893","Wiley","10.1002/jqs.2893","2016 09","Ltd This is an open access article under the terms of the Creative Commons Attribution License, which permits","16237"
"56f8dfd8cf58f1692d1284d1","A full-glacial biota from southeastern Iowa, USA","Journal of Quaternary Science","Baker, Richard G.; Rhodes, R. Sanders; Schwert, Donald P.; Ashworth, Allan C.; Frest, Terrence J.; Hallberg, George R.; Janssens, Jan A.","1","http://doi.wiley.com/10.1002/jqs.3390010202","Wiley","10.1002/jqs.3390010202","1986","measured in graduated centrifuge tubes, and a tablet of Eucalyptus pollen (Maher, 1972) was added to permit","14"
"56f8edfacf58f16e2138ea5b","Palaeoecological investigations towards the reconstruction of the post-glacial environment at Lough Doo, County Mayo, Ireland","Journal of Quaternary Science","O'connell, Michael; Mitchell, Frazer J. G.; Readman, Peter W.; Doherty, Terence J.; Murray, Declan A.","2","http://doi.wiley.com/10.1002/jqs.3390020208","Wiley","10.1002/jqs.3390020208","1987","Pollen analysis The subsampling procedures adopted permitted pollen concentration to be estimated later","7470"
"56f8edfacf58f16e2138ea5b","Palaeoecological investigations towards the reconstruction of the post-glacial environment at Lough Doo, County Mayo, Ireland","Journal of Quaternary Science","O'connell, Michael; Mitchell, Frazer J. G.; Readman, Peter W.; Doherty, Terence J.; Murray, Declan A.","2","http://doi.wiley.com/10.1002/jqs.3390020208","Wiley","10.1002/jqs.3390020208","1987","form a 100% cover of terrestrial habitats or that, at least locally, it had an open structure which permitted","7470"
"56f8e5c5cf58f16b56c3ddc5","Late-glacial climatic oscillations as recorded in Swiss lake sediments","Journal of Quaternary Science","Eawag, A. F. Lotter; Eicher, U.; Siegenthaler, U.; Birks, H. J. B.","1","http://doi.wiley.com/10.1002/jqs.3390070302","Wiley","10.1002/jqs.3390070302","September 1992","Conclusions Our results permit the following conclusions. 1.","1216"
"56f8e6e3cf58f16bc653d965","Holocene variations of sea-surface conditions in the southeastern Barents Sea, reconstructed from dinoflagellate cyst assemblages","Journal of Quaternary Science","Voronina, Elena; Polyak, Leonid; Vernal, Anne De; Peyron, Odile","1","http://doi.wiley.com/10.1002/jqs.650","Wiley","10.1002/jqs.650","October 2001","In a few samples, mollusc shell debris and calcareous benthic foraminiferal tests permitted 14C measurements","19414"
"57ff9945cf58f1164ccca4c0","Dinoflagellate cyst assemblages as tracers of sea-surface conditions in the northern North Atlantic, Arctic and sub-Arctic seas: the new ‘ n = 677’ data base and its application for quantitative palaeoceanographic reconstruction","Journal of Quaternary Science","Lowe, J. John; Matthiessen, Jens; De Vernal, Anne; Vernal, Anne de; Henry, Maryse; Matthiessen, Jens; Mudie, Peta J.; Rochon, André; Boessenkool, Karin P.; Eynaud, Frédérique; GrØsfjeld, Kari; Guiot, Joël; Hamel, Dominique; Harland, Rex; Head, Martin J.; Kunz-Pirrung, Martina; Levac, Elisabeth; Loucheur, Virginie; Peyron, Odile; Pospelova, Vera; Radi, Taoufik; Turon, Jean-Louis; Voronina, Elena","5","http://doi.wiley.com/10.1002/jqs.659","Wiley","10.1002/jqs.659","2001 10","They permitted quantitative estimates of late Quaternary sea-surface temperature, salinity and sea-ice","19162"
"57ff9945cf58f1164ccca4c0","Dinoflagellate cyst assemblages as tracers of sea-surface conditions in the northern North Atlantic, Arctic and sub-Arctic seas: the new ‘ n = 677’ data base and its application for quantitative palaeoceanographic reconstruction","Journal of Quaternary Science","Lowe, J. John; Matthiessen, Jens; De Vernal, Anne; Vernal, Anne de; Henry, Maryse; Matthiessen, Jens; Mudie, Peta J.; Rochon, André; Boessenkool, Karin P.; Eynaud, Frédérique; GrØsfjeld, Kari; Guiot, Joël; Hamel, Dominique; Harland, Rex; Head, Martin J.; Kunz-Pirrung, Martina; Levac, Elisabeth; Loucheur, Virginie; Peyron, Odile; Pospelova, Vera; Radi, Taoufik; Turon, Jean-Louis; Voronina, Elena","5","http://doi.wiley.com/10.1002/jqs.659","Wiley","10.1002/jqs.659","2001 10","Bootstrap neural network approaches also permit non-analogue situations to be identi<U+FB01>ed, but in a less","19162"
"57ff9945cf58f1164ccca4c0","Dinoflagellate cyst assemblages as tracers of sea-surface conditions in the northern North Atlantic, Arctic and sub-Arctic seas: the new ‘ n = 677’ data base and its application for quantitative palaeoceanographic reconstruction","Journal of Quaternary Science","Lowe, J. John; Matthiessen, Jens; De Vernal, Anne; Vernal, Anne de; Henry, Maryse; Matthiessen, Jens; Mudie, Peta J.; Rochon, André; Boessenkool, Karin P.; Eynaud, Frédérique; GrØsfjeld, Kari; Guiot, Joël; Hamel, Dominique; Harland, Rex; Head, Martin J.; Kunz-Pirrung, Martina; Levac, Elisabeth; Loucheur, Virginie; Peyron, Odile; Pospelova, Vera; Radi, Taoufik; Turon, Jean-Louis; Voronina, Elena","5","http://doi.wiley.com/10.1002/jqs.659","Wiley","10.1002/jqs.659","2001 10","The distances calculated from the above equation permit us to select samples in the reference data base","19162"
"57ff9945cf58f1164ccca4c0","Dinoflagellate cyst assemblages as tracers of sea-surface conditions in the northern North Atlantic, Arctic and sub-Arctic seas: the new ‘ n = 677’ data base and its application for quantitative palaeoceanographic reconstruction","Journal of Quaternary Science","Lowe, J. John; Matthiessen, Jens; De Vernal, Anne; Vernal, Anne de; Henry, Maryse; Matthiessen, Jens; Mudie, Peta J.; Rochon, André; Boessenkool, Karin P.; Eynaud, Frédérique; GrØsfjeld, Kari; Guiot, Joël; Hamel, Dominique; Harland, Rex; Head, Martin J.; Kunz-Pirrung, Martina; Levac, Elisabeth; Loucheur, Virginie; Peyron, Odile; Pospelova, Vera; Radi, Taoufik; Turon, Jean-Louis; Voronina, Elena","5","http://doi.wiley.com/10.1002/jqs.659","Wiley","10.1002/jqs.659","2001 10","The validation exercise permits assessment of the degree of accuracy of sea-surface reconstruction (Plate","19162"
"57ff9945cf58f1164ccca4c0","Dinoflagellate cyst assemblages as tracers of sea-surface conditions in the northern North Atlantic, Arctic and sub-Arctic seas: the new ‘ n = 677’ data base and its application for quantitative palaeoceanographic reconstruction","Journal of Quaternary Science","Lowe, J. John; Matthiessen, Jens; De Vernal, Anne; Vernal, Anne de; Henry, Maryse; Matthiessen, Jens; Mudie, Peta J.; Rochon, André; Boessenkool, Karin P.; Eynaud, Frédérique; GrØsfjeld, Kari; Guiot, Joël; Hamel, Dominique; Harland, Rex; Head, Martin J.; Kunz-Pirrung, Martina; Levac, Elisabeth; Loucheur, Virginie; Peyron, Odile; Pospelova, Vera; Radi, Taoufik; Turon, Jean-Louis; Voronina, Elena","5","http://doi.wiley.com/10.1002/jqs.659","Wiley","10.1002/jqs.659","2001 10","Moreover, the n = 677 covers a geographical and hydrographic domain wide enough to permit reconstruction","19162"
"56f90b51cf58f1784d228107","A 17 000-year history of Andean climate and vegetation change from Laguna de Chochos, Peru","Journal of Quaternary Science","Bush, Mark B.; Hansen, Barbara C. S.; Rodbell, Donald T.; Seltzer, Geoffrey O.; Young, Kenneth R.; León, Blanca; Abbott, Mark B.; Silman, Miles R.; Gosling, William D.","1","http://doi.wiley.com/10.1002/jqs.983","Wiley","10.1002/jqs.983","October 2005","were treated using standard extraction protocols including spiking the sample with microspheres to permit","7805"
"5db91912998e17af8254b8f0","Towards a phylogenetic nomenclature of Tracheophyta","TAXON","Cantino, Philip D.; Doyle, James A.; Graham, Sean W.; Judd, Walter S.; Olmstead, Richard G.; Soltis, Douglas E.; Soltis, Pamela S.; Donoghue, Michael J.","5","http://doi.wiley.com/10.1002/tax.563001","Wiley","10.1002/tax.563001","2007 08","Another benefit of phylogenetic nomenclature is that it permits (though it does not require) the abandonment","3711"
"5db91912998e17af8254b8f0","Towards a phylogenetic nomenclature of Tracheophyta","TAXON","Cantino, Philip D.; Doyle, James A.; Graham, Sean W.; Judd, Walter S.; Olmstead, Richard G.; Soltis, Douglas E.; Soltis, Pamela S.; Donoghue, Michael J.","5","http://doi.wiley.com/10.1002/tax.563001","Wiley","10.1002/tax.563001","2007 08","The PhyloCode strongly discourages the use of specimens that are not types, but it is permitted if the","3711"
